Product,City,Allocated_Quantity
Swim trunks,Memphis,0.0
Cargo shorts,Leeds,0.0
Cargo shorts,Edinburgh,0.0
Sheath dress,Victoria,0.0
Anthologies,Bonn,0.0
Xiaomi Mi,Liverpool,0.0
Sandals,Barrie,0.0
Thriller,Quebec City,0.0
Apple juice,Windsor,0.0
Mixed fruit juice,Windsor,0.0
Lenovo ThinkPad,Stuttgart,0.0
Cola,San Antonio,0.0
Purified water,Oxford,0.0
Level,Cairns,0.0
4K TV,Mackay,0.0
Desk,Nashville,0.0
Science,Toronto,0.0
Long-sleeve tee,Wollongong,0.0
Adventure,Newcastle,0.0
Memoir,Münster,0.0
Cream soda,Sheffield,0.0
Granola bars,Bielefeld,0.0
Nokia,Jacksonville,0.0
Dystopian,Düsseldorf,0.0
Sparkling water,Hamburg,0.0
QLED TV,Fresno,0.0
Science,Jacksonville,0.0
Board shorts,Cardiff,0.0
Wardrobe,Berlin,0.0
Sink,Bendigo,0.0
Samsung Galaxy,San Francisco,0.0
Mirrors,Tulsa,0.0
Thriller,Victoria,0.0
Books,Chicago,0.0
Mixed fruit juice,Minneapolis,0.0
Noise-cancelling headphones,Saskatoon,0.0
Sculptures,Raleigh,0.0
V-neck tee,Liverpool,0.0
Crop top,Fresno,0.0
Throw pillow,Hamburg,0.0
Food processor,Geelong,0.0
Sculptures,Tucson,0.0
Stove,Launceston,0.0
Building blocks,Albury-Wodonga,0.0
Straight-leg jeans,Nashville,0.0
Utility knife,Birmingham,0.0
Samsung Galaxy,Albuquerque,0.0
Flip flops,Bendigo,0.0
Dishwasher,Leipzig,0.0
Huawei P,Mackay,0.0
Wall art,Cairns,0.0
Sports headphones,Halifax,0.0
Wall art,Nashville,0.0
Dark chocolate,Geelong,0.0
Crime,Raleigh,0.0
Microsoft Surface Laptop,Mesa,0.0
Lenovo Tab,Vancouver,0.0
Sheath dress,Wichita,0.0
Romance,Cleveland,0.0
OLED TV,Miami,0.0
Sony Xperia,Nuremberg,0.0
Google Pixel Slate,El Paso,0.0
Xiaomi Mi,St. John's,0.0
Android TV,Toronto,0.0
Bed,Sheffield,0.0
Mattress topper,Plymouth,0.0
Historical fiction,Mesa,0.0
Chips,London,0.0
Bomber jacket,Sheffield,0.0
Coffee maker,Barrie,0.0
Desk lamps,Barrie,0.0
Dystopian,Nottingham,0.0
Sparkling water,Cairns,0.0
Varsity jacket,Vancouver,0.0
Horror,Birmingham,0.0
QLED TV,El Paso,0.0
Dresser,Bendigo,0.0
Plush toys,Albuquerque,0.0
History,Austin,0.0
Denim jacket,Victoria,0.0
Bottled water,Hamilton,0.0
Sink,Victoria,0.0
Scoop neck tee,Columbus,0.0
Crew neck tee,Nottingham,0.0
TV stand,Liverpool,0.0
Khaki shorts,Jacksonville,0.0
Mixed fruit juice,Philadelphia,0.0
Chandeliers,Brighton,0.0
Raglan tee,Sacramento,0.0
Thriller,Dresden,0.0
Graphic tee,Manchester,0.0
Wardrobe,Launceston,0.0
Apple juice,Kelowna,0.0
Pendant lights,Saskatoon,0.0
Xiaomi Mi,Belfast,0.0
Cooking,Newcastle,0.0
Non-fiction literature,Toowoomba,0.0
Cappuccino,Hull,0.0
Hammer,Bonn,0.0
Drama,Belfast,0.0
Clocks,Bonn,0.0
Sofa,Stuttgart,0.0
Quilt,Winnipeg,0.0
Mystery,St. John's,0.0
Vases,Leicester,0.0
Shower curtain,Manchester,0.0
Sandals,San Francisco,0.0
Clocks,Raleigh,0.0
T-shirt,Dortmund,0.0
4K TV,Gold Coast,0.0
Bathtub,Munich,0.0
Android TV,Saskatoon,0.0
Pineapple juice,Launceston,0.0
Dresser,Hamilton,0.0
Fit and flare dress,Hamburg,0.0
Asus ZenPad,Wollongong,0.0
Bookshelf,Wuppertal,0.0
Electric kettle,Hobart,0.0
Acer Iconia Tab,Belfast,0.0
Cranberry juice,Colorado Springs,0.0
Root beer,Berlin,0.0
Vases,Barrie,0.0
Vases,Dresden,0.0
Blouse,Hamilton,0.0
LED TV,Halifax,0.0
Scoop neck tee,Winnipeg,0.0
Quilt,Perth,0.0
Candles,Colorado Springs,0.0
Noise-cancelling headphones,Melbourne,0.0
Wall sconces,Hull,0.0
Orange soda,Winnipeg,0.0
Sink,Vancouver,0.0
LG G,Nottingham,0.0
Boots,St. John's,0.0
Samsung Galaxy,Boston,0.0
iPhone,Houston,0.0
Microsoft Surface Laptop,Hamilton,0.0
Chocolate-covered nuts,Townsville,0.0
Tank top,Manchester,0.0
Denim jacket,Belfast,0.0
Food processor,London,0.0
Cranberry juice,Newcastle upon Tyne,0.0
Building blocks,Leipzig,0.0
Books,Brisbane,0.0
Chocolate bars,Gold Coast,0.0
Grapefruit juice,Essen,0.0
Historical fiction,Nottingham,0.0
Oxfords,Oshawa,0.0
Business,Edinburgh,0.0
Raglan tee,Edinburgh,0.0
Sparkling water,Bremen,0.0
Wall sconces,St. John's,0.0
Soap dispenser,Montreal,0.0
Huawei MediaPad,Sydney,0.0
Ginger ale,Edinburgh,0.0
Sweatshirt,Essen,0.0
Vases,Vancouver,0.0
Wardrobe,Toronto,0.0
TV stand,Newcastle,0.0
Quilt,Ottawa,0.0
Boots,Montreal,0.0
Health,Quebec City,0.0
Grapefruit juice,El Paso,0.0
Throw pillow,Mackay,0.0
Mango juice,Bremen,0.0
Wrap dress,Leipzig,0.0
MacBook,Edinburgh,0.0
Comforter,Brisbane,0.0
Boots,Leipzig,0.0
Google Pixel Slate,Cairns,0.0
Bomber jacket,Sacramento,0.0
Xiaomi Mi,Omaha,0.0
Boyfriend jeans,Albury-Wodonga,0.0
Drill,Oshawa,0.0
Espadrilles,Mackay,0.0
Bed sheet set,Detroit,0.0
Fruit punch,Dresden,0.0
Casual dress,Dallas,0.0
Oxfords,Atlanta,0.0
Google Pixel,Liverpool,0.0
Coffee table,Austin,0.0
Bermuda shorts,Launceston,0.0
Casual dress,Kitchener,0.0
Science fiction,Edmonton,0.0
Ginger ale,Kitchener,0.0
Candles,Melbourne,0.0
Mystery,Newcastle,0.0
Microsoft Surface Laptop,Colorado Springs,0.0
Graphic tee,Kitchener,0.0
Long-sleeve tee,Plymouth,0.0
Asus ZenBook,Hamilton,0.0
Xiaomi Mi,Portland,0.0
Psychology,London,0.0
Plain tee,Newcastle,0.0
Samsung Galaxy,Bonn,0.0
Sofa,Oxford,0.0
Ceiling lights,Newcastle,0.0
High heels,Albuquerque,0.0
Varsity jacket,Berlin,0.0
Horror,Albury-Wodonga,0.0
Cargo shorts,Kelowna,0.0
Contemporary literature,Newcastle,0.0
Books,Berlin,0.0
Nokia,Perth,0.0
Chocolate mousse,Nuremberg,0.0
OnePlus,Bristol,0.0
Bottled water,Newcastle,0.0
Rugs,Sydney,0.0
Purified water,Omaha,0.0
Straight-leg jeans,Wuppertal,0.0
Running shoes,Edmonton,0.0
OnePlus,Toronto,0.0
Henley tee,Colorado Springs,0.0
Pineapple juice,Denver,0.0
Suspense,Barrie,0.0
Travel,Cleveland,0.0
iPad,Albuquerque,0.0
Chocolate cookies,Perth,0.0
Xiaomi Mi,Detroit,0.0
Shift dress,Adelaide,0.0
Henley tee,Newcastle,0.0
HP Spectre,Bremen,0.0
Tank top,Portland,0.0
HP Spectre,Brighton,0.0
Pomegranate juice,Fresno,0.0
Curved TV,Belfast,0.0
Bed sheet set,Los Angeles,0.0
Raglan tee,Hanover,0.0
Dark chocolate,Barrie,0.0
Microwave,Bielefeld,0.0
Off-the-shoulder tee,Duisburg,0.0
Acer Iconia Tab,London,0.0
Travel,Hanover,0.0
Lenovo ThinkPad,St. John's,0.0
Grape juice,Brighton,0.0
Toothbrush holder,Bonn,0.0
Mystery,Atlanta,0.0
Crew neck tee,London,0.0
Peacoat,Adelaide,0.0
Literary fiction,Essen,0.0
Asus ZenBook,Geelong,0.0
Horror,Wuppertal,0.0
Decorative pillows,Townsville,0.0
Educational kits,Washington,0.0
Maxi dress,Milwaukee,0.0
Biography,Newcastle upon Tyne,0.0
Ginger ale,Bielefeld,0.0
Thriller,Plymouth,0.0
Non-fiction literature,Brisbane,0.0
Vases,Phoenix,0.0
Lenovo Tab,Albury-Wodonga,0.0
Sparkling water,London,0.0
Mattress topper,Oklahoma City,0.0
Coffee table,Cleveland,0.0
Running shoes,Oshawa,0.0
Business,Bendigo,0.0
Historical fiction,Bielefeld,0.0
Caulking gun,Toowoomba,0.0
Short stories,Bristol,0.0
Mystery,Geelong,0.0
Dystopian,Houston,0.0
Horror,Bonn,0.0
Art supplies,London,0.0
Drill,Saskatoon,0.0
Sweatshirt,San Antonio,0.0
Wall sconces,Glasgow,0.0
Short stories,Kitchener,0.0
Sandals,Bochum,0.0
Toilet,Kitchener,0.0
Science,Nashville,0.0
Xiaomi Mi,Los Angeles,0.0
Dell XPS,Leeds,0.0
Plush toys,Townsville,0.0
Pliers,Victoria,0.0
Sweatshirt,Bendigo,0.0
Cola,Baltimore,0.0
Chocolate-covered fruits,Bristol,0.0
Contemporary literature,Bristol,0.0
Quilt,El Paso,0.0
Under cabinet lighting,Bristol,0.0
Cola,Birmingham,0.0
Google Pixel,San Antonio,0.0
Athletic shorts,St. John's,0.0
Maxi dress,El Paso,0.0
Ceiling lights,Kitchener,0.0
Toilet paper holder,Sheffield,0.0
Bathtub,Winnipeg,0.0
Razer Blade,Detroit,0.0
Sports equipment,Melbourne,0.0
Asus ZenPad,Bristol,0.0
Poetry,Edmonton,0.0
Rugs,Omaha,0.0
Oxfords,Bonn,0.0
Wrap dress,Oshawa,0.0
Dresser,Birmingham,0.0
Huawei MediaPad,Edmonton,0.0
Sparkling water,Brighton,0.0
Drama,Cardiff,0.0
Latte,Birmingham,0.0
Pendant lights,Bristol,0.0
Cappuccino,Newcastle,0.0
Casual dress,London,0.0
Biography,Duisburg,0.0
Sculptures,London,0.0
Energy drink,Newcastle,0.0
Tape measure,Edmonton,0.0
Truffles,Bonn,0.0
Chocolate mousse,Hobart,0.0
Tomato juice,Quebec City,0.0
Sony Xperia,Brisbane,0.0
Trench coat,Nashville,0.0
Scoop neck tee,Townsville,0.0
Bootcut jeans,Hamilton,0.0
Pretzels,Los Angeles,0.0
Psychology,Glasgow,0.0
Gaming headphones,Albuquerque,0.0
Bookshelf,Halifax,0.0
LG G,Belfast,0.0
Athletic shorts,Houston,0.0
Fantasy,Saskatoon,0.0
LG G,Southampton,0.0
Espadrilles,Sheffield,0.0
Skorts,Omaha,0.0
Huawei P,Hull,0.0
Hoodie,Bochum,0.0
Mixed fruit juice,Darwin,0.0
Distilled water,Calgary,0.0
Mixed fruit juice,Düsseldorf,0.0
Fit and flare dress,Indianapolis,0.0
Varsity jacket,Halifax,0.0
Pillowcase set,Minneapolis,0.0
Casual dress,Hamilton,0.0
Cream soda,Leeds,0.0
Fantasy,Virginia Beach,0.0
HDR TV,Edinburgh,0.0
Android TV,Southampton,0.0
Business,Kitchener,0.0
Khaki shorts,Chicago,0.0
Slippers,Sacramento,0.0
Adventure,Berlin,0.0
Quilt,Regina,0.0
Nokia,Colorado Springs,0.0
Grape juice,Bonn,0.0
Purified water,Birmingham,0.0
Detective,Bremen,0.0
Granola bars,Hanover,0.0
Travel,Albury-Wodonga,0.0
Fit and flare dress,Omaha,0.0
Tape measure,Sydney,0.0
Dishwasher,St. John's,0.0
Straight-leg jeans,Victoria,0.0
Orange soda,Ottawa,0.0
Literary fiction,Toronto,0.0
Milk chocolate,Hamilton,0.0
Energy drink,Wollongong,0.0
Action,Oxford,0.0
Spring water,Albury-Wodonga,0.0
Huawei P,Ballarat,0.0
Henley tee,Birmingham,0.0
Google Pixel,Newcastle upon Tyne,0.0
Coconut water,Mackay,0.0
On-ear headphones,Ballarat,0.0
Samsung Galaxy Tab,Darwin,0.0
Peacoat,Windsor,0.0
Acer Iconia Tab,Wuppertal,0.0
Khaki shorts,Halifax,0.0
Thriller,Kitchener,0.0
Puffer jacket,Toowoomba,0.0
Grape soda,Adelaide,0.0
Horror,Cairns,0.0
Sheath dress,Mackay,0.0
Alkaline water,Calgary,0.0
LG G,Edinburgh,0.0
Asus ZenPad,Münster,0.0
Soap dispenser,Canberra,0.0
Dark chocolate,Mesa,0.0
Horror,Boston,0.0
Ground coffee,Kitchener,0.0
Decorative pillows,Quebec City,0.0
Level,Arlington,0.0
LED TV,Winnipeg,0.0
Pillowcase set,Calgary,0.0
Toaster,Bremen,0.0
Bootcut jeans,Dallas,0.0
Sparkling water,Dortmund,0.0
Sundress,Liverpool,0.0
Espadrilles,Plymouth,0.0
Loafers,Leicester,0.0
Nightstand,Nottingham,0.0
Pendant lights,New Orleans,0.0
Mystery,Baltimore,0.0
Plush toys,San Francisco,0.0
Peacoat,Nottingham,0.0
Microsoft Surface,Hobart,0.0
Anthologies,Newcastle upon Tyne,0.0
Table lamps,Hamburg,0.0
Americano,Oakland,0.0
Instant coffee,Cleveland,0.0
Suspense,Bielefeld,0.0
Varsity jacket,London,0.0
Distilled water,Atlanta,0.0
Legal thriller,Edmonton,0.0
Psychology,Münster,0.0
In-ear headphones,Bristol,0.0
Bed sheet set,Liverpool,0.0
Soap dispenser,Bendigo,0.0
Iced tea,Nuremberg,0.0
Adventure,Toowoomba,0.0
Toaster,Victoria,0.0
Mango juice,Hamilton,0.0
Purified water,Halifax,0.0
Coconut water,Arlington,0.0
Wrench,San Diego,0.0
Blender,Canberra,0.0
Ceiling lights,Darwin,0.0
Dresser,Portland,0.0
Oxfords,Liverpool,0.0
Nightstand,Bochum,0.0
4K TV,Kitchener,0.0
Pomegranate juice,Plymouth,0.0
High heels,Oxford,0.0
Pomegranate juice,Ottawa,0.0
Khaki shorts,Bristol,0.0
Amazon Fire Tablet,London,0.0
Samsung Galaxy Tab,Newcastle,0.0
Adventure,Wuppertal,0.0
Distilled water,Belfast,0.0
Mineral water,Regina,0.0
Bottled water,Townsville,0.0
Denim shorts,Edmonton,0.0
Science,Geelong,0.0
Polo shirt,Seattle,0.0
Artesian water,Oakland,0.0
Samsung Notebook,Victoria,0.0
Straight-leg jeans,Düsseldorf,0.0
Tank top,Geelong,0.0
Techno-thriller,Southampton,0.0
Health,Saskatoon,0.0
Over-ear headphones,Mackay,0.0
Bermuda shorts,Hamilton,0.0
Loafers,Canberra,0.0
Puffer jacket,Southampton,0.0
Building blocks,Edmonton,0.0
Dining table,Townsville,0.0
Literary fiction,Brisbane,0.0
Dust ruffle,Kitchener,0.0
Legal thriller,Dortmund,0.0
Dining table,Duisburg,0.0
Floor lamps,Toowoomba,0.0
OnePlus,Dortmund,0.0
High heels,Sydney,0.0
Caulking gun,Birmingham,0.0
LED TV,Ballarat,0.0
Samsung Galaxy,Nottingham,0.0
Duvet cover,Charlotte,0.0
LED TV,Münster,0.0
Curved TV,Cologne,0.0
V-neck tee,Louisville,0.0
Biography,Münster,0.0
Floor lamps,Geelong,0.0
Denim jacket,Duisburg,0.0
Sandals,Toowoomba,0.0
History,Southampton,0.0
Cream soda,Manchester,0.0
Pliers,Toronto,0.0
Desk,Brighton,0.0
Mystery,Darwin,0.0
Instant coffee,Phoenix,0.0
iPad,Darwin,0.0
Motorola Moto,Colorado Springs,0.0
Science fiction,Munich,0.0
Cooking,Washington,0.0
Americano,Launceston,0.0
V-neck tee,Brisbane,0.0
Spring water,Cardiff,0.0
Pineapple juice,Leicester,0.0
Literary fiction,London,0.0
Plasma TV,Canberra,0.0
Xiaomi Mi,Birmingham,0.0
Toothbrush holder,Edmonton,0.0
Sofa,Mackay,0.0
Orange soda,,0.0
Huawei MediaPad,Canberra,0.0
Blazer,Barrie,0.0
Boots,Bendigo,0.0
Bed,Albury-Wodonga,0.0
Peacoat,Leipzig,0.0
Science,Leeds,0.0
Parka,Dortmund,0.0
Wrench,Berlin,0.0
Popcorn,Stuttgart,0.0
Asus ZenBook,Birmingham,0.0
Adventure,Cardiff,0.0
Trench coat,Belfast,0.0
Psychology,Quebec City,0.0
Popcorn,Quebec City,0.0
Granola bars,Bremen,0.0
Google Pixel Slate,Bochum,0.0
Noise-cancelling headphones,Vancouver,0.0
Short stories,Hamburg,0.0
Loafers,Geelong,0.0
Cooking,Leicester,0.0
Science,Wuppertal,0.0
Travel,Vancouver,0.0
Cooking,Chicago,0.0
Thriller,Memphis,0.0
Dystopian,Mackay,0.0
Henley tee,Münster,0.0
Sony Xperia,Bochum,0.0
Google Pixel,Stuttgart,0.0
Contemporary literature,Miami,0.0
Latte,Bonn,0.0
Pomegranate juice,Louisville,0.0
Curved TV,Gold Coast,0.0
Desk lamps,Wollongong,0.0
4K TV,Edmonton,0.0
Classic literature,Manchester,0.0
Literary fiction,Oklahoma City,0.0
Travel,Melbourne,0.0
Purified water,Minneapolis,0.0
Nokia,Victoria,0.0
Grape juice,Wollongong,0.0
Asus ZenBook,Calgary,0.0
Saw,Leipzig,0.0
Comforter,Quebec City,0.0
High-waisted jeans,Kitchener,0.0
Polo shirt,Calgary,0.0
Cream soda,Münster,0.0
Long-sleeve tee,Newcastle,0.0
Root beer,Winnipeg,0.0
Latte,Perth,0.0
Pretzels,Bendigo,0.0
Food processor,Windsor,0.0
Chino shorts,Newcastle upon Tyne,0.0
Root beer,Portland,0.0
Action,Townsville,0.0
Mystery,Launceston,0.0
Grapefruit juice,Ballarat,0.0
Microsoft Surface Laptop,Newcastle upon Tyne,0.0
Detective,Hobart,0.0
Henley shirt,Adelaide,0.0
TV stand,Dortmund,0.0
Alkaline water,Chicago,0.0
Dresser,Bielefeld,0.0
Cola,Wuppertal,0.0
Literary fiction,Indianapolis,0.0
Stove,Wuppertal,0.0
Fruit punch,Southampton,0.0
Pomegranate juice,Dallas,0.0
Shift dress,Winnipeg,0.0
Sony Xperia,Dresden,0.0
Sculptures,Brisbane,0.0
Puffer jacket,Liverpool,0.0
Distilled water,Perth,0.0
iPhone,New York,0.0
Oxfords,Oxford,0.0
Bottled water,Manchester,0.0
Energy drink,Oxford,0.0
Health,Sheffield,0.0
Orange soda,Saskatoon,0.0
Bookshelf,Newcastle,0.0
Cappuccino,Kelowna,0.0
Lenovo Tab,Brighton,0.0
Self-help,Sydney,0.0
Desk,Nottingham,0.0
Wardrobe,Canberra,0.0
Political thriller,Essen,0.0
Oxfords,Essen,0.0
Orange juice,Long Beach,0.0
Google Pixel,Winnipeg,0.0
Swim trunks,Barrie,0.0
Fit and flare dress,El Paso,0.0
Soap dispenser,Houston,0.0
Candles,Edinburgh,0.0
Science fiction,Bendigo,0.0
Smart TV,Dresden,0.0
Business,Hamilton,0.0
Distilled water,Manchester,0.0
Hoodie,Nottingham,0.0
Cocktail dress,Tulsa,0.0
iPhone,Dortmund,0.0
Sink,Albuquerque,0.0
Sandals,Bielefeld,0.0
Cycling shorts,Brighton,0.0
Stove,Barrie,0.0
Desk lamps,Nuremberg,0.0
Slippers,Milwaukee,0.0
Denim jacket,Las Vegas,0.0
Pliers,Dresden,0.0
Orange soda,Hamburg,0.0
Fruit punch,Seattle,0.0
Duvet cover,Baltimore,0.0
Toilet,Manchester,0.0
Oxfords,Miami,0.0
Android TV,Charlotte,0.0
Chocolate fondue,Darwin,0.0
Floor lamps,Cairns,0.0
A-line dress,Hamilton,0.0
MacBook,Düsseldorf,0.0
Cargo shorts,Regina,0.0
Low-rise jeans,Winnipeg,0.0
Iced tea,Quebec City,0.0
Psychology,Calgary,0.0
Pomegranate juice,Leicester,0.0
Memoir,Ballarat,0.0
Wall art,Bendigo,0.0
Fruit punch,Hanover,0.0
Milk chocolate,Brighton,0.0
Espadrilles,Windsor,0.0
Microsoft Surface,Bendigo,0.0
Blouse,Tulsa,0.0
Electric kettle,Hamburg,0.0
Sink,Calgary,0.0
Chandeliers,Cairns,0.0
Pineapple juice,Las Vegas,0.0
LG G,Glasgow,0.0
Self-help,Mackay,0.0
Romance,Calgary,0.0
LG Gram,Edinburgh,0.0
Bed skirt,Edmonton,0.0
Grape juice,Geelong,0.0
Bathtub,Raleigh,0.0
Shift dress,Glasgow,0.0
Asus ZenPad,Cairns,0.0
Tank top,Albuquerque,0.0
Affogato,London,0.0
Travel,Berlin,0.0
Henley shirt,Halifax,0.0
Educational kits,Sydney,0.0
Desk,Oxford,0.0
Artesian water,Montreal,0.0
Graphic tee,Glasgow,0.0
Sculptures,Sacramento,0.0
Romance,Boston,0.0
LED TV,Gold Coast,0.0
Cranberry juice,Nuremberg,0.0
Wall art,Ballarat,0.0
Bookshelf,Berlin,0.0
Pillowcase set,Birmingham,0.0
T-shirt,Plymouth,0.0
Noise-cancelling headphones,Glasgow,0.0
Xiaomi Mi,Raleigh,0.0
Huawei P,Regina,0.0
Flare jeans,Nuremberg,0.0
Bookshelf,Bristol,0.0
Legal thriller,Cologne,0.0
Gaming headphones,Dallas,0.0
Khaki shorts,Belfast,0.0
Adventure,Oshawa,0.0
Running shoes,Albuquerque,0.0
Flare jeans,San Antonio,0.0
Psychology,Seattle,0.0
Raglan tee,Brisbane,0.0
Short stories,Gold Coast,0.0
Cola,Calgary,0.0
Classic literature,Albuquerque,0.0
Screwdriver set,Bochum,0.0
Chocolate cookies,Windsor,0.0
Sofa,Edmonton,0.0
Microwave,Perth,0.0
Google Pixel,Hamburg,0.0
Xiaomi Mi,Leipzig,0.0
Sports equipment,Essen,0.0
Plasma TV,Belfast,0.0
Biography,Nashville,0.0
Science fiction,Launceston,0.0
Cooking,San Diego,0.0
Samsung Galaxy,Ottawa,0.0
Detective,Canberra,0.0
Orange juice,Perth,0.0
Google Pixel Slate,Toowoomba,0.0
Coconut water,St. John's,0.0
Flip flops,Victoria,0.0
Spring water,Dresden,0.0
Cola,Jacksonville,0.0
Travel,Belfast,0.0
OLED TV,San Francisco,0.0
Microsoft Surface,Bremen,0.0
Coffee beans,Tulsa,0.0
4K TV,Washington,0.0
Amazon Fire Tablet,Dresden,0.0
Alkaline water,Albury-Wodonga,0.0
Bathtub,Bonn,0.0
Long-sleeve tee,Edinburgh,0.0
History,Bochum,0.0
Shower curtain,Bremen,0.0
Raglan tee,Kitchener,0.0
Pliers,Ottawa,0.0
Microsoft Surface Laptop,Nottingham,0.0
Denim jacket,Cologne,0.0
Coconut water,Kitchener,0.0
Throw pillow,Hobart,0.0
Classic literature,Sheffield,0.0
Mineral water,Birmingham,0.0
Beef jerky,Manchester,0.0
Straight-leg jeans,Wollongong,0.0
Wireless headphones,Nuremberg,0.0
Grapefruit juice,Newcastle upon Tyne,0.0
Lemon-lime soda,Oshawa,0.0
Crew neck tee,Adelaide,0.0
LG Gram,Brisbane,0.0
Bookshelf,Geelong,0.0
Microwave,Oxford,0.0
Apple juice,Leicester,0.0
LED TV,Nuremberg,0.0
Parka,Victoria,0.0
Microsoft Surface Laptop,El Paso,0.0
Chocolate-covered nuts,London,0.0
Nightstand,Mackay,0.0
Button-down shirt,Belfast,0.0
Wrap dress,Tucson,0.0
Desk,Leipzig,0.0
Athletic shorts,Brisbane,0.0
Cream soda,Hull,0.0
Smart TV,Bendigo,0.0
Coffee table,Bendigo,0.0
Huawei MediaPad,Philadelphia,0.0
Athletic shorts,Duisburg,0.0
Bed,Saskatoon,0.0
Off-the-shoulder tee,Melbourne,0.0
Romance,Arlington,0.0
Duvet cover,Darwin,0.0
Shower,El Paso,0.0
Nightstand,Calgary,0.0
Sculptures,Glasgow,0.0
Dark chocolate,Dresden,0.0
Amazon Fire Tablet,Kitchener,0.0
Dining table,Belfast,0.0
Dystopian,Kitchener,0.0
Electric kettle,Las Vegas,0.0
Coffee table,Albuquerque,0.0
Cream soda,Hobart,0.0
Decorative pillows,Münster,0.0
Caulking gun,Geelong,0.0
Xiaomi Mi,New Orleans,0.0
4K TV,Cairns,0.0
Root beer,Liverpool,0.0
Acer Iconia Tab,Canberra,0.0
TV stand,Manchester,0.0
Pineapple juice,Montreal,0.0
Throw pillow,Duisburg,0.0
Spring water,Newcastle,0.0
Adventure,Tulsa,0.0
Self-help,Düsseldorf,0.0
Cocktail dress,Duisburg,0.0
Distilled water,Virginia Beach,0.0
Board shorts,Edmonton,0.0
Psychology,,0.0
Thriller,San Antonio,0.0
Bathtub,Regina,0.0
Coffee table,Toowoomba,0.0
Samsung Notebook,Albury-Wodonga,0.0
Amazon Fire Tablet,Cardiff,0.0
Blanket,Cologne,0.0
Samsung Galaxy Tab,Raleigh,0.0
TV stand,Albury-Wodonga,0.0
Fit and flare dress,San Jose,0.0
Blouse,London,0.0
Chandeliers,Birmingham,0.0
Refrigerator,Jacksonville,0.0
Under cabinet lighting,Leeds,0.0
Boots,Darwin,0.0
Cocktail dress,Saskatoon,0.0
Grapefruit juice,Houston,0.0
Scoop neck tee,Tulsa,0.0
HDR TV,Stuttgart,0.0
Wardrobe,Munich,0.0
Toaster,Hamilton,0.0
White chocolate,St. John's,0.0
Candles,Arlington,0.0
Mixed fruit juice,Belfast,0.0
Noise-cancelling headphones,Leipzig,0.0
Flannel shirt,Wollongong,0.0
Chocolate fondue,Bremen,0.0
Literary fiction,Austin,0.0
Dining table,Vancouver,0.0
Samsung Galaxy,Launceston,0.0
Crew neck tee,Manchester,0.0
Business,Leicester,0.0
Cappuccino,Winnipeg,0.0
Board shorts,Oshawa,0.0
Sports headphones,Colorado Springs,0.0
Puffer jacket,Mackay,0.0
Desk,El Paso,0.0
TV stand,Kitchener,0.0
Drama,Windsor,0.0
Business,Vancouver,0.0
Tank top,Toronto,0.0
Dark chocolate,Belfast,0.0
Khaki shorts,Houston,0.0
Classic literature,Milwaukee,0.0
Parka,Hull,0.0
Travel,San Jose,0.0
4K TV,El Paso,0.0
Grapefruit juice,Charlotte,0.0
Apple juice,Dallas,0.0
Adventure,Southampton,0.0
Android TV,Halifax,0.0
Studio headphones,Atlanta,0.0
LCD TV,Albury-Wodonga,0.0
Fantasy,Launceston,0.0
Fruit snacks,Cardiff,0.0
Sculptures,Kelowna,0.0
Poetry,Leicester,0.0
Shower,Münster,0.0
Oxfords,Kelowna,0.0
Mineral water,Edinburgh,0.0
Screwdriver set,Leicester,0.0
Saw,Albury-Wodonga,0.0
Sparkling water,Mackay,0.0
Wardrobe,Wuppertal,0.0
Cooking,Stuttgart,0.0
Plain tee,Cardiff,0.0
QLED TV,Nottingham,0.0
Crackers,Wollongong,0.0
Sony Xperia,Barrie,0.0
Clocks,Darwin,0.0
Cappuccino,Barrie,0.0
Literary fiction,Bristol,0.0
LG Gram,Hull,0.0
Bed,Newcastle upon Tyne,0.0
Self-help,Oxford,0.0
Biography,Dresden,0.0
Xiaomi Mi,Toowoomba,0.0
QLED TV,Oxford,0.0
Decorative pillows,Leicester,0.0
Chino shorts,Berlin,0.0
TV stand,Houston,0.0
Orange soda,Kitchener,0.0
Acer Swift,Bremen,0.0
Tomato juice,Stuttgart,0.0
Cooking,Ballarat,0.0
Flavored water,Edmonton,0.0
Cola,Liverpool,0.0
Poetry,Münster,0.0
Clocks,Melbourne,0.0
Polo shirt,Kelowna,0.0
Ginger ale,Düsseldorf,0.0
Literary fiction,Nottingham,0.0
Razer Blade,Darwin,0.0
iPhone,Columbus,0.0
Horror,Leicester,0.0
Peacoat,Regina,0.0
Affogato,Essen,0.0
Horror,Belfast,0.0
Romance,Virginia Beach,0.0
Boots,Cairns,0.0
Asus ZenBook,London,0.0
Wall art,Liverpool,0.0
Decorative pillows,Birmingham,0.0
Sandals,Birmingham,0.0
Google Pixel,Oshawa,0.0
Cola,Barrie,0.0
High-waisted jeans,St. John's,0.0
Hammer,Glasgow,0.0
Espresso,Cairns,0.0
Psychology,Düsseldorf,0.0
Acer Swift,Long Beach,0.0
Plasma TV,Manchester,0.0
Food processor,Portland,0.0
HDR TV,San Jose,0.0
Horror,Nottingham,0.0
Artesian water,Cardiff,0.0
Google Pixel,Hobart,0.0
Mirrors,Perth,0.0
Ground coffee,Plymouth,0.0
Off-the-shoulder tee,Wollongong,0.0
