products,Adelaide,Albuquerque,Albury-Wodonga,Arlington,Atlanta,Austin,Ballarat,Baltimore,Barrie,Belfast,Bendigo,Berlin,Bielefeld,Birmingham,Bochum,Bonn,Boston,Bremen,Brighton,Brisbane,Bristol,Cairns,Calgary,Canberra,Cardiff,Charlotte,Chicago,Cleveland,Cologne,Colorado Springs,Columbus,Dallas,Darwin,Denver,Detroit,Dortmund,Dresden,Duisburg,Düsseldorf,Edinburgh,Edmonton,El Paso,Essen,Fort Worth,Frankfurt,Fresno,Geelong,Glasgow,Gold Coast,Halifax,Hamburg,Hamilton,Hanover,Hobart,Houston,Hull,Indianapolis,Jacksonville,Kansas City,Kelowna,Kitchener,Las Vegas,Launceston,Leeds,Leicester,Leipzig,Liverpool,London,Long Beach,Los Angeles,Louisville,Mackay,Manchester,Melbourne,Memphis,Mesa,Miami,Milwaukee,Minneapolis,Montreal,Munich,Münster,Nashville,New Orleans,New York,Newcastle,Newcastle upon Tyne,Nottingham,Nuremberg,Oakland,Oklahoma City,Omaha,Oshawa,Ottawa,Oxford,Perth,Philadelphia,Phoenix,Plymouth,Portland,Portsmouth,Quebec City,Raleigh,Regina,Sacramento,San Antonio,San Diego,San Francisco,San Jose,Saskatoon,Seattle,Sheffield,Southampton,St. John's,Stuttgart,Sydney,Toowoomba,Toronto,Townsville,Tucson,Tulsa,Vancouver,Victoria,Virginia Beach,Washington,Wichita,Windsor,Winnipeg,Wollongong,Wuppertal
Granola bars,203.67093039374998,128.35625332,219.05898747999998,358.9033104,262.2687914,,237.34658218200002,448.2261769,352.6785385333333,235.2017104,268.750839732,162.18914534750002,268.27114179999995,221.572900675,231.3903793333333,312.944555395,270.2509645481818,171.06625698,242.49263585600002,325.81110156,329.63167412,452.2897257,266.92691932,255.32637236666667,85.83166331999999,161.51983055,238.34413814941178,202.2985506,256.1542395833333,455.5208197,,146.4991460025,257.364635485,137.39734276000002,271.6248609,36.49993999,230.84930606375,464.4826009,124.5946868925,187.620871075,341.54544193333334,,310.76736245666666,308.148499652,269.775596948,214.8874605,253.10014904000002,132.78360886000002,320.4377011666666,309.6663258,437.76908915,322.43425651999996,283.9896220666667,342.0589851,236.37501711000002,241.47843029999999,305.057292,199.71861020333336,65.67051343,427.1449657,136.19892046666666,49.43402436,276.37684072,275.80465815499997,310.462711575,258.3257329333333,278.14213091333335,238.35049988125002,205.8130302,,327.04309754999997,293.9168145666667,332.3441135,229.51221910142857,354.8021695,142.72687741000001,406.8642294,193.1625576,330.0841428,204.25008685857142,157.11695043333336,333.2588667,211.9671821,,185.08389425538462,323.527976225,194.803269314,285.9382905375,209.52162490999999,434.3450833333333,137.0276367,14.85055432,238.113825615,338.56481866666667,292.7952025,185.62679477333333,,298.9475099333334,220.54792487499998,188.6969391,230.89408039178574,,358.0492497,286.95149485,,209.4392887,,229.97916372612903,147.810004,226.72710848,201.52018760666667,300.7576891333334,266.56822112,193.412823285,134.46009651,103.50978479000001,169.25074598333333,197.83473912666668,53.5424381,241.689435144,338.6594209433334,253.78425618285715,314.528456775,278.40747377,283.65009605,423.57867815,215.82933813,284.95884747499997,306.939008025,221.6493820375
Grape juice,263.43739977,311.43072418,217.44702486727272,225.6197402,335.918480946,235.85372731,289.76336853916666,339.7459118666667,229.139780057,167.48684893454546,269.01161913666664,273.16537694111116,191.87572463,264.9492657,332.6741899,217.7912342377778,246.0783392481132,209.40105553428572,246.46970811,325.28428562,207.04706441230772,295.336694506,239.4323063525,216.30218456000003,205.45565694666666,297.37205980333334,238.51507577483335,228.12788950714284,267.03796991444443,296.5965189,284.31547896666666,157.68002983333335,332.806046595,192.22161037666663,318.70058908,283.23503479454547,324.79647488142854,274.36462302857143,204.675502998,281.06338946470584,248.30769015375,326.48856539999997,301.08028918214285,182.87869846833334,269.46231781588233,265.84929893333333,256.58576407615385,335.31535544545454,274.013628755,264.435067625,367.43186708,159.53264677285713,223.56557139375,230.797763276,195.41106382833334,278.46472576555556,,358.08331150000004,273.1670956233333,339.3192135142857,253.41424682,95.130978075,263.0630191311111,181.269844145,280.86399255181817,302.700677825,270.44453888444446,233.53711970913042,303.30004403,196.9141224266667,260.70824367,271.44906385733333,229.23838461454545,206.32581830555557,313.8801203125,218.09666458750002,232.76871692714286,254.243192788,125.52913649999999,339.6568274,205.4631780783333,304.24724834750003,39.9093976,284.70619,249.89814480959998,265.7512345625,309.85929255,304.53339700000004,268.2328814042857,337.94601901666664,252.1621544925,459.3047125,281.18075700615384,320.4780132266667,310.99344116181817,292.426619535,227.12182265,366.41824986666666,213.44892456142858,289.260950435,236.85409928978493,296.9037332555556,318.0347982,250.92110117444443,92.97764276999999,230.13249611333333,189.364587615,244.42609534000002,125.06545466,359.3164116666667,248.90116793333334,351.46115703333334,206.506589645,253.88529522714288,248.43997337,265.8523015625,284.7493667207692,284.92253032636364,307.17831679249997,329.11091988,314.42847335,246.40692269000002,295.34826939,381.9570403,249.647215,231.04797607999998,138.242466775,189.10402830375,319.28547363117644,269.19870784
Grape soda,230.42219877916668,145.5323500975,209.576034345,342.2576376,47.83570445,105.43853362249999,275.6513198375,289.638504475,187.70567047571427,296.1305817875,211.69368697571431,270.61261078888884,300.59582762,114.81708522999999,242.76024671166667,260.86020576666664,248.89894777386363,219.3459042975,262.60513138333334,281.3679450125,234.168427845,254.78464621818182,294.36141838142856,217.0219404411111,221.42262753000003,,228.4511678814035,220.44372793000002,267.428125052,347.8748922775,275.10128030333334,334.73950456666665,268.3007210825,289.84776072,247.071073345,220.7568224642857,244.7128478654545,346.00744940000004,165.277880254,165.60867202333336,213.680730485625,386.29765951999997,99.05964097200001,239.80504049310343,284.43806388999997,262.276546545,378.4992389,344.67485435000003,220.401765436,223.06168994333333,271.4366926883333,258.82963682,316.4801355993333,209.97580267799998,287.37659962000004,181.780041469,218.1223623666667,314.3231741,281.7600306,291.85044166666665,172.53360946333336,264.3635300875,297.26276447888887,328.0472022642857,290.99397707375,213.5327894957143,283.4015935666667,217.487526865,140.5969454,332.49145945000004,250.7300053,275.11516746142854,326.6772037,243.24254392461538,320.6311067666667,364.0101712,161.3430572425,280.44802980000003,386.99528754000005,284.3110466857143,278.4759997,304.54023699,118.48272410999999,262.8357162385714,238.793728125,279.48810607999997,321.2006626433333,334.0521261583333,193.72971633888886,295.0164409,142.8688613725,175.92731025,253.8300129733333,329.556317128,214.15713389875,257.80086506,266.1457579666667,248.38377930000001,293.0936734333333,318.026233,252.706565178625,329.73435272250003,396.35843545,220.13213323666665,347.022843325,244.26716051000002,234.252922275,233.5432571246154,220.27892672500002,299.51293716545456,304.9866162,220.1780878225,233.02648377272726,217.79060522615384,258.7742888925,316.4225403861538,261.75951636,231.29148242999997,183.721182259,236.51816873333334,279.75115335,190.82018720142858,294.78203967499996,178.9154727,272.78557969571426,175.36500687,257.8301608114286,272.0677937166667,207.40356645800003,243.33771095833333
Grapefruit juice,294.73493996499997,176.824741668,191.357517881875,340.40704555,82.30993103,337.3973509666667,184.268470222,312.23252105,279.0670832522222,262.68537719923074,335.08274003454545,223.57823011454548,201.4937854757143,289.3283312625,227.61455243,346.31102391999997,265.69406488727276,220.49387740499998,255.3336456977778,206.2203360425,298.0910564033333,288.2159507357143,297.1369774,303.2667953875,265.2601242781818,176.6241019,225.29319937857144,168.80021023333333,257.50664695363633,169.6802895990909,141.05033148500002,240.5113992,274.97228003333333,235.535309375,318.5845133714286,233.28640300714284,171.78522295375,294.96164220000003,285.27934676375,219.01849388307693,276.426541918,158.56644415199997,153.9620472475,315.3964658461905,246.91120850847824,375.1906802,205.57901572000003,198.97623949249999,267.31484946875,322.724532284,324.12883465,251.74314777444448,292.40977335083335,320.4386101,215.72922559999998,352.40060255000003,296.09950057000003,389.709276725,289.96406435,241.66587834666666,206.30882782125,218.13270626666667,296.9975092542857,286.932921034,272.87454758142854,128.76373874249998,155.73698778,203.62180608705884,233.82512784875001,241.802759632,271.69374200375,179.817596915,188.16847252714288,230.68787996125002,257.4730385,172.41597391999997,303.452639955,318.43761185,341.8088173,351.3484972833333,346.75191495,278.94249177923075,203.9401152,179.58718946666667,259.11246276074075,306.88423311461537,229.26248011,230.999939005,293.63781186125,246.591157472,345.80034842,244.807636635,267.09452891800004,228.42664116875,217.5938621833333,193.84846103222222,151.00332329333332,197.48376110499999,237.07739153909094,307.45998535,252.0338833211702,306.1462513736364,137.17658876500002,305.9631603363636,346.9421739,47.9776549,253.979962832,282.2444959003448,316.03094538,194.68863224700002,19.90091712,251.62056582999998,219.46313778875,155.30590013333332,197.27273294,233.197135049,267.14348731625,163.066399712,188.773385117,267.4105968,468.66879695,272.4738443,218.444639043,240.14999805000002,164.69033921,298.8034567,253.27692662666666,273.22267915833334,202.54646043142859,227.46455158375
Graphic tee,289.4445596,317.951622705,196.20983818625,201.65823093999998,211.2526601666667,186.43033368,206.80657972500003,199.39624103333335,321.50009543333334,179.698807715,206.27443098583333,200.68285319333333,325.3066029666667,262.3247002209091,399.6038857333333,203.72268520333333,265.72577399297876,239.16802057833334,235.8666554875,281.601275315,259.57047260333337,270.01039724615384,227.18207959999998,214.29988862099998,238.5020971135714,158.75624510666665,226.94352534457144,252.44980428928574,203.64477512555555,291.251767912,266.948189,320.136960825,224.57537214727273,186.57623735333334,60.02192711,302.041780085,231.209800023,284.36534545555554,349.4667447,184.69203001857142,233.08065213857142,178.08044935333336,199.84039914571426,238.4173911680769,295.6628839184211,303.35053245,219.33270167916666,297.36435601000005,270.6465462846154,296.61767119333336,230.94749439,203.85816088769232,308.26496627142853,248.3143544133333,231.05080083333334,220.1535373942857,295.410707146,218.92462489999997,73.11939689,202.879856786,238.28944994,345.04834958,169.5985475475,270.82139163,286.004262084,228.3220428333333,285.62671182545455,270.903280208,299.37647846666664,387.22904138,288.78304407999997,192.24109796,294.13588071,232.53955164857143,221.55629383333334,265.83897528,373.80439416666667,363.94870535714284,372.73772610000003,213.726801055,236.0179205688889,261.88768075333337,216.40356773333335,,230.275232141875,228.8886155775,248.89704179999998,223.88844212384615,249.56739993454548,482.1038622,107.49734269999999,358.686424925,240.92021999125,256.55385349333335,417.7439462666667,283.35395493,308.8055484,261.0680751,233.0764147575,277.10121075666666,247.35124000305882,224.47314817300003,487.8533825,282.37539420142855,201.94428167333334,254.77376937833333,250.1764451,273.54019078177777,204.10039343333332,227.4195335411111,235.129851208,195.94891754,240.74620880444445,329.35113751,283.50226784999995,370.5496141285715,203.28604061125,250.09285975888892,222.19860054375,286.6285941,162.1742645475,308.89168319454546,144.3417066325,253.00691353333332,357.7444559,284.9002597333333,235.50987821799998,240.30284410363637,240.20650232230767,313.134990985
Ground coffee,317.92978366666665,,261.6349755028572,331.9726205333333,428.6522856,125.45856925999999,161.9472920475,303.4516077,378.2399124857143,242.80464166000002,382.02926064999997,275.4656844433334,149.87053867,341.8543224,225.61352324,174.195409025,182.33675084521738,241.92898523666668,103.144374,288.49263338000003,251.337140796,110.69291208499999,303.7406888,334.73140226333334,270.19830141,255.50299783333332,278.73214598454547,243.3251545125,381.02737164,316.3354767,386.505670275,141.4750396,323.01214023333335,309.2609716,401.365704,158.74744720500001,243.17307237400001,219.32629289750002,170.60731915666665,230.771171955,246.54587639499996,329.24703855,338.67573778,252.94350213142857,244.44769421090908,171.98693955500002,259.03207224799996,152.510955255,226.42035520000002,174.926789846,249.53145076666667,360.81758756666665,202.7174937433333,284.48732786,242.7195977,221.91652830666666,,232.6858257,338.0535777333333,269.65106486,226.2370778975,245.07415936666666,314.0808602,264.698109112,249.30800132,380.50387775,147.75431699142857,177.93234317642856,,405.7849067,402.62010465000003,208.48546100875,202.25448495,97.87747686,376.7741133,223.10340176,267.5681459,422.1594107,242.9102415,274.1468288275,220.5000588,318.65495644000003,404.9649976,319.9600904,295.8264257611765,255.06331999454548,366.31372381666665,239.41234443333335,176.01596189833333,81.44664306,360.25122315,244.7052526,301.002102725,177.958410525,321.029730425,260.65208915,272.4349156733333,362.1332983,190.90615995000002,332.9923027,277.8179478411111,334.1375482225,151.88331482333334,132.82311376666667,,349.4720174,270.72647305,287.81661115625,390.1139121,399.79401504,,240.6170035,239.962699175,370.3975965285714,311.79762074666667,240.20202011666666,379.8779383,348.622361675,115.15594502666666,222.79099116499998,276.07019225,246.09899786666665,301.27063765,163.559487045,327.00273492,,262.9763946,228.45860451285716,296.0608567,215.2937106525
HDR TV,303.1776714933333,386.1287272,311.4829771545455,337.5737364333333,442.8017706,94.74004052,263.02321452,353.2974269,314.87429226375,182.479452642,335.338482028,281.66865093666667,263.86764876083333,282.04315002411766,170.6768265685714,233.16468097900002,256.5338982707143,269.03169653416666,239.139403906,308.67323482666666,260.5473841863637,202.72929620083335,298.91621382000005,240.79342952285714,237.83997739625,335.37763889999997,261.6472211853571,283.43838216,309.48719154636365,81.84164945,205.3010645757143,337.4507460666667,221.55556728090912,287.35539114333335,313.3418505,149.329460002,269.7428273333333,218.48619896374998,285.2935763666667,255.47769198999998,210.1081224125,334.20586715,259.12965733625003,220.1338705985185,230.1165626473913,268.47331801,222.94311163533334,296.4298841857143,297.58402494666666,267.0581432125,187.85875443714284,247.32310313615383,273.7263759292308,284.6952383308333,206.28013534,240.46719814999997,398.5687796,167.9394692125,274.28288259,270.1737278635714,231.21793792666665,309.195211,318.02026561,207.39241569769231,190.155880835,298.718642502,304.9332393716667,255.97045448666665,235.77877811666667,261.59492395,290.4144432666667,201.14081656333332,213.00602541111112,265.95814822125,269.92266335,332.19954355,339.65480505,332.3593469,489.61650940000004,218.294105615,266.4929848875,286.81716331666667,246.89542154888892,368.37216736666664,208.957381985,284.51285252,226.55995475600002,228.97125642777777,308.37907666666666,166.179325,247.235291025,240.82986238833334,183.488678305,226.83644152555556,370.99946415,274.521353675,295.420584022,280.79758780000003,296.40248214666667,251.53947522571428,248.28522330052633,297.72488263909094,268.72095618,286.613812965,186.449515056,227.97605546666668,370.17614145,241.29287050576272,27.69729763,220.69629324866668,361.55205894,222.81008413625,253.2036497092857,219.31965590700003,180.93409876,256.82950564285716,260.0493179522222,230.88671236125,321.38241796666665,182.83900750166666,242.12327135,246.91428878923077,262.78248047750003,312.93692005,,268.8809743483333,274.11126492,99.84362681999998,178.4281122657143,312.647372377
HP Spectre,232.945707662,401.3956118,196.33463803857143,,,33.18439868,187.930515728,230.45799525,260.94754947142854,303.04152075,319.1709402,157.42181863833335,292.25162473333336,298.81167460142854,248.0361177857143,273.89025163,269.75695584391303,271.8536234,311.3301747,228.635755665,273.0710545685714,418.2084228,291.12032695,278.2560613342857,140.66012585,173.4371761,264.7394313191304,303.3280456,359.17222721666667,125.1095893,129.46256,,243.48982294500001,320.91017085,,273.67279363333336,393.53291843333335,134.67004531,180.14260105,187.656024605,69.12750198,227.3033356,297.29380913333335,304.70027070000003,211.15701427181818,401.95345895,261.251099575,199.604309244,181.377476942,216.1212845675,433.29667670000003,241.077646005,332.41811024,330.66441502,300.38139605,212.9618481,282.7208668,,326.6991599333333,205.848985325,389.13552103333336,362.6172896333333,233.58202022,248.39198286142854,329.7593917,233.84099127,206.76382506625,243.85941912526314,313.1722287,204.91577846599998,256.11917732,237.92254964666665,355.98872273333336,210.64221398600003,91.0206334,312.9876144,135.81147079500002,256.51131985,18.73803322,147.57738704666664,320.3566896,161.27905638750002,325.6208475,16.37084976,370.2288824625,212.21604474499998,89.89288394249999,250.2052232,212.473781444,98.620438705,218.81068841,344.6484168,221.100005596,193.914149636,236.23593575,133.17420375,219.15699425000003,102.65476710499999,289.9629358,280.03346505,242.5385105675,370.4994869,,291.6467294,331.3520314,,,245.12293203653846,297.85945780000003,302.06178307625,284.95829375,255.24706183333333,155.675052172,173.73553576999998,276.281671845,268.93770036666666,191.582549225,320.82179659999997,247.01309382,164.8789301,69.71412446,349.23763382,263.62053275,23.05457758,443.32536645,182.7087847,240.0987205742857,264.1253456683333,194.72020150166668,252.64179330000002
Hammer,214.51322225571428,,240.8186701,193.6018084025,169.1833504,297.08828625333337,259.268695676,213.7880166,311.09410286,284.9363867,301.34652461,273.399799875,151.56257716333332,297.8352495775,306.303396775,198.9908425333333,251.19738333882353,268.5032435333333,271.56777896666665,275.2697963233333,227.223956598,348.18821549999996,248.3369972857143,328.15373354999997,375.021285325,495.8601282,301.5784037875,268.36216231,243.44068372400002,247.8208494,449.4411278,,309.14727229,228.05753512,69.08960358,358.3376039666667,177.820814235,307.3838756925,291.1053027,288.96798343333336,207.4219811416667,272.2622025333333,187.992850145,244.70225526099998,241.1698337096,243.82244058,165.151030045,123.398376705,262.00267256666666,264.7993189825,195.3108461814286,328.58910289,114.2317272775,295.235236209,335.30909825000003,215.75244707500002,327.52553604999997,179.64712406666663,135.07601641333335,284.69220895,154.7053528,309.021897,283.82490733375,241.329888342,258.56098982000003,139.88018753199998,,299.58316474444445,189.8464996,,41.78586387,374.45207842,276.074455348,342.6773883375,369.2950908,304.9373478925,435.6877646,77.38342783,87.68087351,177.556175615,399.68258327499996,315.61065296,162.5027911,,142.66788245714287,308.484287175,150.021739495,321.16417656666664,244.19248566599998,339.74644563333334,297.56595296666666,441.3980936333333,372.9591759,216.5116478,153.1431122411111,220.5054053585714,175.980421788,238.20193997,221.931747715,300.1417386333333,263.2865219875,198.78413333166668,345.8220794,295.7356099666667,203.64449490500002,,300.3918146333333,244.31847358894734,,178.26668107999998,247.25944090000002,295.120772649,338.12238027499995,212.38097437333332,249.67344148,277.68335925875,162.5633382175,363.50102358,266.3291254,,,274.1929913571429,364.5812805,304.40458183333334,292.16508385,183.78053468500002,270.19774571,162.555272645,289.6329278,405.700417
Health,302.230648590625,415.97551784999996,211.20151311,257.02389299833334,194.6337834725,296.2550267142857,215.76611958894736,173.4713467,278.0379091972727,254.25472454538462,282.7990669607692,247.42943824818184,218.65734904230766,284.76922713846153,192.0554699411111,290.41801310466667,244.9767919230303,232.908279700625,195.96727584857143,259.0371267714286,237.340721007,252.916499087,242.78186945,319.9329614375,260.2505722892308,230.8671548625,254.49826816244448,305.9146949,248.16363930785715,196.062785108,241.50877186666665,271.7285269833333,225.14560863666668,332.609350225,301.355199805,291.60623823789473,301.358274333,248.54048049285714,228.5946811581818,209.2366835453846,217.91266519714284,287.77249869571426,211.12484314333332,253.77665736290322,264.08472645722225,328.51046033333336,229.05253484642859,316.86604543625,270.285211565,227.15048716,256.63644947933335,293.19982749375004,229.35551594199998,216.5495356547059,247.44898225166665,253.89242333571428,143.2050277225,459.16096465,244.31185698,245.56905401928572,300.6416843769231,226.62612863875,277.86156754125,312.14296079499996,277.697171687,245.39806002720002,255.24184837157895,278.9318844985,245.12788653833334,222.414186458,218.18770743333332,169.39785108181817,291.82130317416664,238.4756508091667,235.31836511,203.116630935,165.9256417075,195.62420073285713,307.8712550285714,337.2097250181818,265.9884078484616,265.99521878294115,258.785006642,297.12058525125,275.8831407615625,243.9205846705263,221.5077021072727,259.31531358181815,363.19155065384615,253.37742001666666,269.0612808811111,251.5992794442857,258.093541766875,194.52635576466668,173.80998292076922,199.64245651583335,232.75293094166668,233.22592342400003,193.846030837,342.42489373333336,263.7913766112782,292.3634378241667,195.8228152225,169.72306255058825,177.13920009,134.60050864800002,351.544127052,242.6622805310606,286.9137602422222,174.36096670111112,246.3873353157143,264.85005218,351.7030132888235,257.972902935,227.9365708588889,266.6801666175,228.82835982705885,265.90608105,249.2958727164286,245.76623151,293.43686899749997,277.81579519133334,230.42503566866665,203.51149646857144,301.6593185177778,317.4025766,249.27095059615385,276.809911425,146.78903274538462,209.02514571
Henley shirt,319.32539755,445.1127675,213.9333438475,378.331418425,299.8135961,92.308394725,267.71739290166664,182.80436682,180.822017772,227.91853107,236.61326339,229.03367980500002,326.19810755000003,330.2121383,140.47146306666667,242.74385174333335,264.31948566,297.27728026666665,150.2722797575,247.95831762799997,310.550213854,305.5260866,370.3816724375,216.71237235166666,110.68119317333333,172.0413406,245.9556306296296,231.2664026,215.12595804999998,164.8299035,115.899613375,391.360436,220.760214195,266.1931023,47.14808061,310.161455125,300.7004970725,139.9768660457143,229.43162318857142,348.1570021,297.7017551833333,222.52175305,311.06815290000003,244.00779832588233,253.43531684388893,,358.2885902,249.582907925,343.4630560666667,299.01988408750003,327.14606299999997,294.77655314000003,282.8031723,236.96984806142856,392.9159399333333,166.22188065999998,,150.29561065333334,291.9039607766667,264.39193376000003,137.76873016666664,342.14869695,294.06535302000003,345.1101828,212.133325585,170.8425773425,308.244558056,293.79276693076923,264.056045,187.5756404,93.52901028999999,131.7848955025,185.8911760985714,224.059543225,,84.29966395,175.8180759,87.88252562,209.3608874,237.71411557142855,204.9068510333333,217.96633254399998,,192.1696833,312.84481756,197.3181196175,174.91031421142858,350.67321522500004,292.949695675,361.21681863333333,100.6408292,254.52574115,248.11335382833332,360.0213262,239.97041656000002,271.04574771,135.4862807725,137.56613506,231.81484488,395.1414743,289.9413920248,95.85179159,254.8139447,229.350315006,92.961662755,278.873607615,291.7717387,253.29732701789473,225.1759051,338.7006492,372.6318266,167.03977700666667,122.494816445,290.6780547316667,244.21547246875002,257.971811635,200.5938899283333,362.60560993333337,391.3877119833333,169.43888576,270.1645404,230.1021193325,266.2196192,239.79022101500001,477.7530628,235.70233220749998,194.3611707,280.63322839,311.47562567,390.38325261666665
Henley tee,292.54107372333334,306.3959144,299.5699008069231,315.6925577,298.88674184,240.48921986,276.90254655,100.268968535,283.3739997125,276.8044342555556,263.2373877283333,252.3001327375,243.13072374461538,294.6353125742857,250.36139255333333,290.3535091517647,293.5215597129412,308.8120614592857,340.6553600875,253.97879143533333,187.0994929625,311.281211525,192.88096499000002,267.24592470833335,335.54847504833333,349.338594,255.6132803778182,236.39314,186.53636362666668,283.74057192,182.70559,288.99967156714285,302.00106128666664,279.52692975,276.82724623333337,174.7460001275,260.1156910666666,248.02040685285715,298.77771331428573,408.940875,215.50086976384617,327.4300133666666,280.1202582209091,263.70877673,265.1356093178261,38.35427427,413.04124509999997,229.7581041177778,223.15486616888887,329.5557662636364,312.30302268785715,185.742683609,215.11314582199998,201.74447485444443,313.0372183333333,188.16970954777779,326.8561672775,238.05785666000003,405.203755675,236.6896738925,281.07133024,234.330995525,269.79634859875,267.41710960999995,275.3969616133333,347.90384108,245.33858999928572,235.71592422500004,178.98883019000002,287.7071341833333,201.39176416,246.508746955,262.87949886666667,259.6498517881818,207.28783246749998,120.7897799,218.68179443399998,227.5770165642857,256.5687557633333,310.25263619,268.67983872,339.72658487999996,227.07450904,326.4987323,240.72215645863636,221.15127790166665,249.84766884333334,246.98952117857144,176.32235349222222,397.5414993,208.895707425,323.9275452333333,266.8292303,307.4108271375,237.73879767083335,279.88588128066664,220.963188046,291.32270869999996,323.21482240090904,263.16560215,240.83282915329545,302.5219324033333,299.0171186,166.736252321,98.54544417666666,134.2771824,259.48217943333333,261.08920368897435,361.8250679333333,247.89924801909092,202.96982588666665,287.28493058916666,199.73406085875,300.3444801857143,265.19581651357146,248.343680568,169.347379055,209.24548617285714,235.931079633,323.986789375,417.72018585,302.30799570125,277.649255501,250.0240006,370.5968716,219.693173,227.0712641,262.9029443945455,216.92183196,260.1883197875
High heels,297.744900155,300.68891250555555,228.6689813957143,291.50181680125,66.76124909,243.33382964999998,228.95669354,229.7787911025,285.37679766625,318.15399936555553,391.3714758833333,256.041055347,238.98912894666668,240.29119713545452,192.37648357181817,201.394515949,219.30614955025644,262.82735097777777,176.52221312499998,292.9999543875,242.429160512,211.35008803428573,288.650146018,263.74959924,278.82502025714285,150.0539559,264.7119196768657,298.3319891425,261.5525988,268.64534524,351.79863465999995,259.78526674249997,264.1259112833333,312.14197270750003,434.30054329999996,258.88454125,199.00979991714286,176.95528907833332,242.92381887444446,244.00776915444445,306.22241316199995,419.8165957,302.180809263,229.11552827869565,290.1160534610204,238.539049325,214.79687724333334,238.364354028,250.78254873999998,189.54719514285713,214.60695571,212.36557856125,185.45940199285715,219.79763166,160.88704347714287,210.11777019916667,309.35952655,226.83365593333335,418.9297642666667,261.1842797577778,290.11256025555554,231.06832131000002,305.33707384,225.8830733075,224.40532438166667,288.051039164,245.1073397469231,319.93046144076925,315.418245,210.17020200800002,159.893550825,265.1630569633333,194.9253492375,230.21213715124998,183.62356514666666,301.146772898,167.84671616666665,263.672251456,216.570359186,259.07226057500003,230.15225090375,289.98634684285713,222.46515374,282.17805093333334,288.22890926526316,211.576751764,360.248729025,235.01997055714284,303.182126776,250.7845778,339.8559366,309.83916564285715,276.4594424175,304.38293784285713,237.675935928,338.8307304,182.964082196,363.09969167500003,318.1724212666666,329.556138825,247.82526865536082,234.30209339363637,257.9602281283333,271.75665504777777,309.8697633,180.106648995,372.14964695000003,262.34786325379997,57.30219902,246.12516010000002,86.83923177666668,294.29396008111115,281.30895163888886,246.0863298630769,244.19527888538462,206.51849799000001,210.6725349,246.75280331428573,228.37115315857142,289.33406003333334,170.19970965,276.14712825500004,294.87938435,239.81250748000002,293.3571177,364.89113058000004,229.30714521181818,287.47690613285715,208.68923245,227.07691834333332
High-waisted jeans,229.5821053775,120.29967524,206.1761458,184.5664697,,,225.48244184,419.52674346666663,164.06507843125,344.30992335714285,164.45396635333333,221.64592596000003,327.5578969,236.10804636666668,215.418426172,184.847796662,245.4172256848,67.801598315,248.43021932500002,199.412080275,210.1654005925,375.20133086666664,213.81460301666667,183.424290175,391.4742389,139.863907825,219.23687931033334,,374.11655526666664,345.8759173,468.5758024,182.10830609,250.24045693333332,54.68467758,,,305.4015189,290.37612668,273.82335887333335,349.2984174666667,245.523135788,,270.99828286666667,256.34354413333335,274.28964020590905,211.3432444,335.0903328,251.9840969,412.73737485000004,231.8135212,382.3054502333334,353.60228862499997,276.46853204999996,369.19467921666666,290.5426598,303.87717375,228.317365725,84.93785632,,296.20226395,228.808863875,238.44429010000002,349.28380265,200.059772575,71.69590784666667,275.99666998333333,290.63825154,270.1526206923077,263.9462004,312.9926639,216.9230699825,257.8419697,281.575881885,239.28534538333335,218.45579079333334,95.45633548,304.7321806,241.8260852,410.6498914,335.1879548,203.53059259666668,203.94437734,434.85618984999996,,270.85114110833337,127.32853791333332,196.217863794,305.1636089,225.66514225,444.3794588,,449.180991,289.250328275,273.81474339333334,182.428382815,127.89824418666666,106.35914299,258.35262420000004,297.96052556666666,,220.75137932489795,290.7919238,388.36217955,194.352847385,233.74809022,219.8457843525,358.473892,249.57861036176473,,323.49507995,227.61056623000002,234.849293175,311.1799143,272.2528425616667,304.55968296000003,301.4267485975,333.21604084333336,324.27649550999996,264.49141803333333,361.8782278,291.669175,324.72156285,436.5124212,288.2566359666667,377.6033453,153.94099866,165.2785367175,249.6258217225,265.72122148,227.50173296166668
